57.78,57.78,63.66,56.06,63.49
52.61,52.61,70.44,56.34,65.14
48.60,48.60,68.53,52.26,63.77
50.09,50.09,70.16,51.64,64.98
47.92,47.92,68.03,52.80,70.32
38.70,38.70,68.93,56.87,69.72
37.18,37.18,73.16,67.86,73.61
34.05,34.05,74.63,73.85,75.93
35.76,35.76,78.01,74.65,75.21
34.02,34.02,69.86,72.90,74.28
33.00,33.00,68.44,79.36,77.10
37.05,37.05,67.00,81.47,78.37
35.32,35.32,68.32,82.26,77.36
37.75,37.75,61.80,82.31,77.67
38.59,38.59,64.11,81.88,77.78
39.78,39.78,62.64,81.42,75.69
40.45,40.45,69.15,81.08,77.24
43.10,43.10,66.23,80.23,76.98
40.97,40.97,60.66,78.12,76.24
42.06,42.06,64.17,80.29,76.62
42.26,42.26,68.71,81.05,76.41
43.59,43.59,62.41,80.58,74.55
40.84,40.84,60.17,80.25,75.38
42.86,42.86,64.27,80.82,75.73
41.49,41.49,66.74,80.10,76.25
39.14,39.14,63.70,79.62,75.82
38.83,38.83,66.61,79.21,76.62
39.96,39.96,68.78,79.33,74.42
35.68,35.68,63.40,79.75,74.47
36.45,36.45,64.13,79.90,74.92
34.26,34.26,67.17,78.48,74.38
35.71,35.71,59.98,78.82,76.49
33.48,33.48,52.92,79.78,74.49
32.86,32.86,61.24,80.11,72.92
33.63,33.63,65.63,80.59,73.91
31.38,31.38,61.22,80.12,73.91
30.19,30.19,66.87,79.38,72.76
30.92,30.92,66.07,80.11,70.89
31.29,31.29,54.38,80.25,73.71
30.54,30.54,62.53,79.34,74.60
33.58,33.58,62.45,78.54,73.58
34.08,34.08,58.08,79.46,71.52
34.53,34.53,61.20,79.78,70.25
34.75,34.75,62.83,79.10,71.43
31.75,31.75,63.46,78.84,72.73
27.86,27.86,53.73,78.53,70.84
26.34,26.34,62.43,78.63,72.00
33.63,33.63,67.58,80.26,71.70
34.36,34.36,65.37,80.09,72.34
30.06,30.06,64.73,77.75,71.33
26.07,26.07,61.08,78.11,69.73
27.47,27.47,60.65,78.62,70.58
33.44,33.44,65.14,78.13,69.89
36.30,36.30,65.46,78.33,70.48
38.83,38.83,63.48,78.49,68.80
39.61,39.61,62.91,78.28,70.92
35.40,35.40,66.46,79.26,70.18
35.58,35.58,64.77,79.23,68.29
36.93,36.93,64.61,78.64,67.74
36.77,36.77,62.67,77.60,66.40
32.79,32.79,58.70,78.08,67.08
37.96,37.96,65.29,78.11,69.10
39.91,39.91,67.05,77.57,70.18
38.60,38.60,67.11,77.54,67.80
38.39,38.39,60.80,77.15,66.50
36.38,36.38,58.10,76.11,68.35
31.22,31.22,65.31,76.92,69.23
31.31,31.31,65.89,77.92,70.25
30.95,30.95,56.03,77.83,68.17
32.83,32.83,62.88,77.41,68.97
36.80,36.80,66.21,77.64,69.41
35.15,35.15,68.76,77.46,66.93
31.55,31.55,67.48,78.23,67.79
30.76,30.76,61.58,76.67,66.60
29.12,29.12,64.58,75.09,67.73
33.48,33.48,67.52,76.19,67.24
26.81,26.81,66.04,76.20,65.00
22.42,22.42,59.21,71.25,66.79
26.55,26.55,59.31,65.28,67.80
28.86,28.86,67.21,49.12,65.16
33.52,33.52,65.88,50.19,67.09
36.65,36.65,64.78,38.35,66.20
40.71,40.71,59.67,38.59,64.92
42.51,42.51,66.88,39.99,61.85
48.22,48.22,70.04,39.91,61.33
45.01,45.01,64.65,38.65,56.43
55.62,55.62,61.87,39.12,58.27
56.27,56.27,58.55,34.40,57.80
49.82,49.82,61.25,35.55,60.52
